image_id,track_id,role,team,jersey,x_bottom_middle,y_bottom_middle
2091000501,9,player,right,10,-14.917374292138073,21.910997960623806
2091000502,9,player,right,10,-14.976450445756248,21.906495750191805
2091000503,9,player,right,10,-15.035680493107357,21.90404204632699
2091000504,9,player,right,10,-15.094449531128491,21.905056634362136
2091000505,9,player,right,10,-15.15215730858614,21.91061922400384
2091000506,9,player,right,10,-15.208227875424278,21.921356086371723
2091000507,9,player,right,10,-15.262200838681505,21.937337125498143
2091000508,9,player,right,10,-15.313698608723508,21.95815545263354
2091000509,9,player,right,10,-15.362441162169432,21.98293039198709
2091000510,9,player,right,10,-15.408252933110168,22.01047563304114
2091000511,9,player,right,10,-15.451036255300204,22.039421305804357
2091000512,9,player,right,10,-15.490772143414915,22.06839250743877
2091000513,9,player,right,10,-15.527469712220846,22.09612017043358
2091000514,9,player,right,10,-15.56112730244379,22.12158033302302
2091000515,9,player,right,10,-15.591813908431874,22.144031487981792
2091000516,9,player,right,10,-15.619626786319795,22.163035070259987
2091000517,9,player,right,10,-15.644658433319398,22.178450440118105
2091000518,9,player,right,10,-15.667093126931528,22.19037189246675
2091000519,9,player,right,10,-15.68717048573214,22.199051643104827
2091000520,9,player,right,10,-15.70517645385848,22.204841215545045
2091000521,9,player,right,10,-15.72147092962958,22.208113780976063
2091000522,9,player,right,10,-15.736447974964962,22.20926838488485
2091000523,9,player,right,10,-15.750501166606114,22.20868296493904
2091000524,9,player,right,10,-15.763988294993393,22.20673355701996
2091000525,9,player,right,10,-15.777203119271771,22.20382176264979
2091000526,9,player,right,10,-15.790308022929072,22.20038041863256
2091000527,9,player,right,10,-15.803365061625332,22.196893660170534
2091000528,9,player,right,10,-15.816309231579504,22.193891494807225
2091000529,9,player,right,10,-15.82899456116366,22.19191778507129
2091000536,9,player,right,10,-15.903924472303077,22.23210491469306
2091000537,9,player,right,10,-15.91494147473627,22.244433253566203
2091000538,9,player,right,10,-15.92723024039477,22.257226052157044
2091000539,9,player,right,10,-15.94107330488417,22.270135086498787
2091000540,9,player,right,10,-15.956542657985718,22.282919383122543
2091000541,9,player,right,10,-15.97347184064417,22.295541635450125
2091000542,9,player,right,10,-15.991460651710936,22.308115210913083
2091000543,9,player,right,10,-16.009915293032613,22.320881610373
2091000544,9,player,right,10,-16.02809604082183,22.33413905129516
2091000545,9,player,right,10,-16.045225104233875,22.348201281094145
2091000546,9,player,right,10,-16.060567117602066,22.3633121565968
2091000547,9,player,right,10,-16.073496006809663,22.37961660568395
2091000548,9,player,right,10,-16.083527617088684,22.39712567383701
2091000549,9,player,right,10,-16.090352144381388,22.41571658198912
2091000550,9,player,right,10,-16.093842263863394,22.43518731942556
2091000551,9,player,right,10,-16.0939837280987,22.45524764074908
2091000552,9,player,right,10,-16.09080578022136,22.47565978692083
2091000553,9,player,right,10,-16.08439067834742,22.49620753492834
2091000554,9,player,right,10,-16.074735559526598,22.516798397930625
2091000555,9,player,right,10,-16.06172884208597,22.53748618933108
2091000556,9,player,right,10,-16.045069028742077,22.558500662730037
2091000557,9,player,right,10,-16.02431750439429,22.580178865964616
2091000558,9,player,right,10,-15.998851995502438,22.60298139234908
2091000559,9,player,right,10,-15.967931329327572,22.627421041556683
2091000560,9,player,right,10,-15.93074009569994,22.65402809037584
2091000561,9,player,right,10,-15.88647092391462,22.68328822904017
2091000562,9,player,right,10,-15.834426145196211,22.71562239961884
2091000563,9,player,right,10,-15.774082516648749,22.751342114306077
2091000564,9,player,right,10,-15.705138293883907,22.79068527685774
2091000565,9,player,right,10,-15.627573805135718,22.833807203350567
2091000566,9,player,right,10,-15.54166140295509,22.88079956889653
2091000567,9,player,right,10,-15.44791304922374,22.93174160726319
2091000568,9,player,right,10,-15.347045828018256,22.98672017485728
2091000569,9,player,right,10,-15.239914633467412,23.04583924026321
2091000570,9,player,right,10,-15.127446859340466,23.10922617381446
2091000571,9,player,right,10,-15.010593701512366,23.17702135644957
2091000572,9,player,right,10,-14.890281856903204,23.24932331674547
2091000573,9,player,right,10,-14.767415176583658,23.3261695061084
2091000574,9,player,right,10,-14.642883624678245,23.407485301453804
2091000575,9,player,right,10,-14.51758420949362,23.49305297454988
2091000576,9,player,right,10,-14.3924386130776,23.582495420309257
2091000577,9,player,right,10,-14.268416447075854,23.67528254147751
2091000578,9,player,right,10,-14.146520592731692,23.770771652552572
2091000579,9,player,right,10,-14.02775695768274,23.86828066698617
2091000580,9,player,right,10,-13.913089423380006,23.967170353128672
2091000581,9,player,right,10,-13.80337986691392,24.066945891033036
2091000582,9,player,right,10,-13.699334264398606,24.16733643960891
2091000583,9,player,right,10,-13.601447311579932,24.268375774616025
2091000584,9,player,right,10,-13.509975653330136,24.3704265905906
2091000585,9,player,right,10,-13.42492977137536,24.474167217992736
2091000586,9,player,right,10,-13.346091252394086,24.580522099532597
2091000587,9,player,right,10,-13.273046834797515,24.69055157068196
2091000588,9,player,right,10,-13.205237955715036,24.805310002772156
2091000589,9,player,right,10,-13.142011120742112,24.92568630266394
2091000590,9,player,right,10,-13.082679747647893,25.052250610620128
2091000591,9,player,right,10,-13.02656390830175,25.185139110238094
2091000592,9,player,right,10,-12.97303193405259,25.32396678069759
2091000593,9,player,right,10,-12.92156173344804,25.46782541882605
2091000594,9,player,right,10,-12.871733336804049,25.61531450124852
2091000595,9,player,right,10,-12.823251094187556,25.7646481325687
2091000596,9,player,right,10,-12.775967120009934,25.913784859583927
2091000597,9,player,right,10,-12.72984901121174,26.060604231200244
2091000598,9,player,right,10,-12.684967618167796,26.20306222829956
2091000599,9,player,right,10,-12.641454923518433,26.339345715943843
2091000600,9,player,right,10,-12.599466930344162,26.46798455299231
2091000601,9,player,right,10,-12.559143763447254,26.587905612758565
2091000602,9,player,right,10,-12.520576566742086,26.698458392835008
2091000603,9,player,right,10,-12.48379547118824,26.79939173965673
2091000604,9,player,right,10,-12.44876314333284,26.890782981810247
2091000605,9,player,right,10,-12.415414921640254,26.97296434061583
2091000606,9,player,right,10,-12.383698890763402,27.046431265246813
2091000607,9,player,right,10,-12.353642264607863,27.11179140262704
2091000608,9,player,right,10,-12.325411572376996,27.16970256698612
2091000609,9,player,right,10,-12.299375188020838,27.220851603595
2091000610,9,player,right,10,-12.276132921778322,27.26596440544067
2091000611,9,player,right,10,-12.256523416795602,27.305827730552117
2091000612,9,player,right,10,-12.241592171113876,27.341319448181665
2091000613,9,player,right,10,-12.23252604806072,27.373429678332872
2091000614,9,player,right,10,-12.230554073962455,27.403264497985862
2091000615,9,player,right,10,-12.236831163431887,27.432017527003676
2091000616,9,player,right,10,-12.252320850894773,27.460916779269667
2091000617,9,player,right,10,-12.277680192246653,27.491141708258866
2091000618,9,player,right,10,-12.31318334144475,27.523726457151657
2091000619,9,player,right,10,-12.35868183187898,27.559461156011505
2091000620,9,player,right,10,-12.413628526243752,27.59880169371538
2091000621,9,player,right,10,-12.477114260329566,27.64185026485753
2091000622,9,player,right,10,-12.547976848606114,27.688332580504632
2091000623,9,player,right,10,-12.62491110236926,27.73762079893386
2091000624,9,player,right,10,-12.706606339685,27.78883938070361
2091000625,9,player,right,10,-12.791867136289577,27.84097386831481
2091000626,9,player,right,10,-12.879713670879823,27.89299257805863
2091000627,9,player,right,10,-12.969451594859844,27.943974826440936
2091000629,9,player,right,10,-13.15341914816016,28.040267684444885
2091000630,9,player,right,10,-13.247835286029542,28.085037696423782
2091000632,9,player,right,10,-13.443938868241696,28.168777039224945
2091000633,9,player,right,10,-13.547148801223797,28.208894966786417
2091000634,9,player,right,10,-13.654985656549009,28.24888084517374
2091000635,9,player,right,10,-13.768400704486409,28.28958981041584
2091000636,9,player,right,10,-13.888325248020934,28.33184473769871
2091000637,9,player,right,10,-14.015620707100071,28.376359574390165
2091000638,9,player,right,10,-14.151023600429166,28.42367834184885
2091000639,9,player,right,10,-14.295089102468683,28.47411890975857
2091000641,9,player,right,10,-14.610134283669108,28.58430923539043
2091000642,9,player,right,10,-14.78084404599865,28.64327344742826
2091000643,9,player,right,10,-14.959608243760515,28.703799191310964
2091000647,9,player,right,10,-15.73235460166121,28.936786686163916
2091000648,9,player,right,10,-15.93264843804828,28.985554395875035
2091000649,9,player,right,10,-16.132714594737312,29.027743112627117
2091000650,9,player,right,10,-16.331172583964662,29.0622805429735
2091000651,9,player,right,10,-16.52681828629644,29.08839179292085
2091000652,9,player,right,10,-16.71864089914336,29.10565967313765
2091000653,9,player,right,10,-16.905816317422538,29.11404161842772
2091000654,9,player,right,10,-17.087678088707534,29.1138677888012
2091000655,9,player,right,10,-17.26368838585072,29.10581170805735
2091000656,9,player,right,10,-17.433410845648122,29.090819853795985
2091000657,9,player,right,10,-17.596502882475136,29.07006205766629
2091000658,9,player,right,10,-17.75272103701866,29.044842629067396
2091000659,9,player,right,10,-17.90194914052818,29.01651153619012
2091000660,9,player,right,10,-18.04423584573757,28.98638273298878
2091000661,9,player,right,10,-18.179842131355706,28.95565509972776
2091000662,9,player,right,10,-18.309271780507054,28.92534461353538
2091000663,9,player,right,10,-18.433294160454587,28.89623093906813
2091000664,9,player,right,10,-18.5529502223257,28.86881257590665
2091000665,9,player,right,10,-18.66952153200033,28.843286516760887
2091000666,9,player,right,10,-18.78449694906945,28.81953810727624
2091000667,9,player,right,10,-18.899507367237284,28.797151431821234
2091000668,9,player,right,10,-19.016254073956112,28.77543218988124
2091000669,9,player,right,10,-19.13642653254005,28.753452437769635
2091000670,9,player,right,10,-19.261640482973423,28.730097792656263
2091000671,9,player,right,10,-19.39333888600627,28.70413988348554
2091000672,9,player,right,10,-19.53274360498684,28.674325533626483
2091000673,9,player,right,10,-19.68078988921626,28.63942779810578
2091000674,9,player,right,10,-19.838083114794003,28.59833134451604
2091000675,9,player,right,10,-20.004878179445445,28.550093092028245
2091000676,9,player,right,10,-20.181072064026413,28.493987502323808
2091000677,9,player,right,10,-20.366223713179718,28.429538172559692
2091000678,9,player,right,10,-20.559576433246654,28.356544808603605
2091000679,9,player,right,10,-20.760134413457184,28.27503547845744
2091000680,9,player,right,10,-20.96671183734101,28.18528802541602
2091000681,9,player,right,10,-21.178011220072584,28.087799719787757
2091000682,9,player,right,10,-21.392692432320327,27.983265788214148
2091000683,9,player,right,10,-21.609445993825467,27.872563345048253
2091000684,9,player,right,10,-21.827024512186952,27.7567405575913
2091000685,9,player,right,10,-22.04431044159942,27.63700417721609
2091000686,9,player,right,10,-22.26031697625416,27.51471875869542
2091000687,9,player,right,10,-22.47419913776311,27.39140026159013
2091000688,9,player,right,10,-22.68523752646401,27.268704011965617
2091000689,9,player,right,10,-22.8928497456837,27.14839264444474
2091000690,9,player,right,10,-23.096511848296736,27.032321687046423
2091000691,9,player,right,10,-23.295790032102268,26.922363668614747
2091000692,9,player,right,10,-23.49030183585985,26.820347067588838
2091000693,9,player,right,10,-23.679760075527053,26.72793791820279
2091000694,9,player,right,10,-23.86387399010193,26.6466073085127
2091000695,9,player,right,10,-24.04245994105553,26.577470629023168
2091000696,9,player,right,10,-24.215447071517907,26.521206662686147
2091000697,9,player,right,10,-24.382903852082805,26.477984569461427
2091000698,9,player,right,10,-24.545100731106544,26.44739784778921
2091000699,9,player,right,10,-24.702549927440675,26.428449101248084
2091000700,9,player,right,10,-24.856043539645896,26.419576244575232
2091000701,9,player,right,10,-25.006686528562074,26.418708037451623
2091000702,9,player,right,10,-25.15591479187811,26.423370661611848
2091000703,9,player,right,10,-25.3055038353041,26.43080257142671
2091000704,9,player,right,10,-25.457547815659936,26.438093891621367
2091000705,9,player,right,10,-25.6144127368304,26.44232646471273
2091000706,9,player,right,10,-25.77864935640278,26.44071300909906
2091000707,9,player,right,10,-25.952873344352987,26.430720802240973
2091000708,9,player,right,10,-26.139595983426908,26.410192325622237
2091000709,9,player,right,10,-26.34099668133681,26.37747714325498
2091000710,9,player,right,10,-26.558755790203907,26.33146683688583
2091000711,9,player,right,10,-26.79379231658818,26.27172657944946
2091000712,9,player,right,10,-27.04608642633784,26.198536348457317
2091000713,9,player,right,10,-27.314554638871577,26.11292167359524
2091000714,9,player,right,10,-27.59701956012448,26.016630709584604
2091000715,9,player,right,10,-27.890281521510943,25.91206544474265
2091000716,9,player,right,10,-28.19030430200187,25.80216133615028
2091000717,9,player,right,10,-28.492484508113996,25.690224154189103
2091000718,9,player,right,10,-28.79198438040453,25.57972991464725
2091000719,9,player,right,10,-29.08407788939824,25.474126367394533
2091000720,9,player,right,10,-29.36446884047667,25.37663812891712
2091000721,9,player,right,10,-29.629550469342952,25.290116655935883
2091000722,9,player,right,10,-29.87657125110494,25.21692280619952
2091000723,9,player,right,10,-30.10371930631476,25.158865753671805
2091000724,9,player,right,10,-30.31011921842829,25.11715345010703
2091000725,9,player,right,10,-30.49577249532042,25.09240444563384
2091000726,9,player,right,10,-30.661461318648257,25.084655542289028
2091000727,9,player,right,10,-30.80863661200304,25.093376113630505
2091000728,9,player,right,10,-30.939291962811563,25.117530195530293
2091000729,9,player,right,10,-31.055878742583023,25.15557592783354
2091000730,9,player,right,10,-31.1611801064617,25.20554611415649
2091000731,9,player,right,10,-31.258192579433192,25.26513026841184
2091000732,9,player,right,10,-31.34998412958957,25.33181869499594
2091000733,9,player,right,10,-31.43954185846945,25.403037524516897
2091000734,9,player,right,10,-31.52958662315829,25.4763249423132
2091000735,9,player,right,10,-31.62241997809785,25.549489379972957
2091000736,9,player,right,10,-31.71976220639168,25.620746316951216
2091000737,9,player,right,10,-31.82263889772989,25.68880228396682
2091000738,9,player,right,10,-31.931300458397224,25.75288023179468
2091000739,9,player,right,10,-32.04522849793183,25.81266412536588
2091000740,9,player,right,10,-32.16317254710419,25.868194449788792
2091000741,9,player,right,10,-32.283244551661376,25.919721841359728
2091000742,9,player,right,10,-32.403022298143185,25.967560173827643
2091000743,9,player,right,10,-32.519785834334755,26.01188366530707
2091000744,9,player,right,10,-32.63057138333502,26.052684734979497
2091000745,9,player,right,10,-32.732404229480046,26.08965967788938
2091000746,9,player,right,10,-32.82238736175132,26.12228062710871
2091000747,9,player,right,10,-32.897886016235574,26.14981077110176
2091000748,9,player,right,10,-32.95663568116165,26.171426388034124
2091000749,9,player,right,10,-32.99684168247298,26.186350468132837
2091000750,9,player,right,10,-33.01726227832143,26.19397806975396
